wo_plano_drive_1;wo_plano_drive_2;wo_plano_mean
-0,37;-0,274;-0,322
-0,411;-0,334;-0,3725
-0,353;-0,564;-0,4585
-0,706;-0,557;-0,6315
-0,429;-0,527;-0,478
-0,705;-0,126;-0,4155
-0,173;-0,181;-0,177
-0,097;-0,159;-0,128
0;-0,168;-0,084
-0,374;0;-0,187
-0,363;-0,273;-0,318
-0,388;-0,945;-0,6665
-1,188;-1,098;-1,143
-1,197;-0,969;-1,083
-1,298;-0,772;-1,035
-0,967;-0,763;-0,865
-1,081;-0,531;-0,806
-0,914;-0,813;-0,8635
-1,019;-0,547;-0,783
-0,686;-0,441;-0,5635
-0,723;-0,84;-0,7815
-1,007;-0,44;-0,7235
-0,58;-0,313;-0,4465
-0,383;-0,354;-0,3685
-0,311;-0,317;-0,314
-0,08;-0,443;-0,2615
-0,136;-0,38;-0,258
-0,142;-0,506;-0,324
-0,05;-0,353;-0,2015
0;-0,335;-0,1675
-0,011;-0,301;-0,156
-0,082;-0,258;-0,17
-0,235;0;-0,1175
-0,202;-0,141;-0,1715
-0,478;-0,41;-0,444
-0,645;-0,383;-0,514
-0,604;-0,637;-0,6205
-0,605;-0,449;-0,527
-0,552;-0,624;-0,588
-0,761;-0,66;-0,7105
-1,208;-0,813;-1,0105
-1,336;-0,965;-1,1505
-1,222;-0,86;-1,041
-0,794;-0,499;-0,6465
-0,638;-0,412;-0,525
-0,428;-0,417;-0,4225
-0,573;-0,614;-0,5935
-0,615;-0,389;-0,502
-0,543;-0,527;-0,535
-0,548;-0,717;-0,6325
-0,466;-0,605;-0,5355
-0,3;-0,772;-0,536
-0,597;-1,064;-0,8305
-0,722;-1,001;-0,8615
-0,498;-0,913;-0,7055
-0,301;-0,434;-0,3675
-0,117;-0,09;-0,1035
0;-0,202;-0,101
-0,17;0;-0,085
-0,069;-0,178;-0,1235
-0,338;-0,145;-0,2415
-0,457;-0,31;-0,3835
-0,112;-0,229;-0,1705
-0,267;-0,43;-0,3485
-0,277;-0,272;-0,2745
-0,167;-0,244;-0,2055
-0,137;-0,22;-0,1785
0;0;0
-0,074;-0,349;-0,2115
-0,208;-0,102;-0,155
-0,235;-0,432;-0,3335
-0,617;-0,555;-0,586
-0,662;-0,712;-0,687
-0,736;-0,632;-0,684
-0,805;-0,414;-0,6095
-0,739;-0,482;-0,6105
-0,545;-0,248;-0,3965
-0,541;-0,478;-0,5095
-0,569;-0,363;-0,466
-0,492;-0,529;-0,5105
-0,447;-0,509;-0,478
-0,405;-0,525;-0,465
-0,851;-0,543;-0,697
-0,82;-0,796;-0,808
-0,781;-0,732;-0,7565
-0,828;-0,63;-0,729
-0,798;-0,607;-0,7025
-0,551;-0,908;-0,7295
-0,86;-0,613;-0,7365
-0,939;-0,558;-0,7485
-0,841;-0,71;-0,7755
-0,738;-0,662;-0,7
-0,985;-0,481;-0,733
-0,398;-0,48;-0,439
-0,425;-0,485;-0,455
-0,34;-0,156;-0,248
-0,183;-0,047;-0,115
-0,191;-0,447;-0,319
-0,418;-0,475;-0,4465
-0,478;-0,124;-0,301
-0,498;-0,071;-0,2845
-0,769;0;-0,3845
-0,399;-0,198;-0,2985
-0,454;-0,379;-0,4165
-0,617;-0,541;-0,579
-0,915;-0,847;-0,881
-1,186;-1,141;-1,1635
-1,293;-1,068;-1,1805
-1,078;-1,258;-1,168
-1,308;-1,239;-1,2735
-1,005;-1,101;-1,053
-1,052;-1,125;-1,0885
-1,043;-1,392;-1,2175
-1,108;-1,433;-1,2705
-1,106;-1,234;-1,17
-1,018;-1,072;-1,045
-1,087;-1,303;-1,195
-0,814;-1,191;-1,0025
-1,154;-1,408;-1,281
-0,772;-0,899;-0,8355
-0,576;-0,88;-0,728
-0,405;-0,751;-0,578
-0,563;-0,722;-0,6425
-0,473;-0,765;-0,619
-0,305;-0,636;-0,4705
-0,079;-0,57;-0,3245
-0,396;-0,659;-0,5275
-0,197;-0,232;-0,2145
-0,49;-0,479;-0,4845
-0,471;-0,804;-0,6375
-0,616;-0,732;-0,674
-0,459;-0,618;-0,5385
-0,584;-0,526;-0,555
-0,727;-1,087;-0,907
-0,858;-0,777;-0,8175
-0,613;-0,732;-0,6725
-0,545;-0,209;-0,377
-0,685;-0,312;-0,4985
-0,405;-0,127;-0,266
-0,443;-0,103;-0,273
-0,664;-0,143;-0,4035
-0,416;-0,276;-0,346
-0,385;-0,392;-0,3885
-0,519;-0,169;-0,344
-0,452;-0,327;-0,3895
-0,389;-0,324;-0,3565
-0,32;-0,693;-0,5065
-0,495;-0,794;-0,6445
-0,271;-0,352;-0,3115
-0,161;0;-0,0805
0;-0,071;-0,0355
0;-0,153;-0,0765
-0,398;-0,315;-0,3565
-0,812;-0,488;-0,65
-0,875;-0,471;-0,673
-0,697;-0,316;-0,5065
-0,904;-0,603;-0,7535
-1,189;-0,522;-0,8555
-1,314;-0,402;-0,858
-1,127;-0,367;-0,747
-0,992;-0,538;-0,765
-0,262;-0,488;-0,375
-0,458;-0,305;-0,3815
-0,251;-0,227;-0,239
-0,273;-0,262;-0,2675
-0,494;-0,39;-0,442
-0,14;-0,189;-0,1645
-0,188;0;-0,094
-0,139;-0,102;-0,1205
0;0;0
-0,208;-0,026;-0,117
-0,093;-0,063;-0,078
-0,058;-0,266;-0,162
-0,367;-0,23;-0,2985
-0,395;-0,084;-0,2395
-0,556;-0,182;-0,369
-0,388;-0,109;-0,2485
-0,194;0;-0,097
-0,384;-0,182;-0,283
-0,267;-0,328;-0,2975
-0,097;-0,347;-0,222
-0,133;-0,711;-0,422
0;-0,655;-0,3275
-0,251;-0,761;-0,506
-0,175;-0,682;-0,4285
-0,103;-0,571;-0,337
-0,04;-0,503;-0,2715
0;-0,66;-0,33
-0,197;-0,81;-0,5035
-0,1;-0,557;-0,3285
-0,659;-0,569;-0,614
-0,389;-0,508;-0,4485
-0,459;-0,846;-0,6525
-0,715;-0,801;-0,758
-0,345;-0,557;-0,451
-0,086;-0,36;-0,223
-0,373;-0,32;-0,3465
-0,229;-0,333;-0,281
-0,362;-0,102;-0,232
-0,03;-0,085;-0,0575
-0,027;-0,193;-0,11
-0,072;-0,449;-0,2605
0;-0,436;-0,218
-0,004;-0,383;-0,1935
0;0;0
-0,037;-0,051;-0,044
-0,304;-0,206;-0,255
-0,438;-0,458;-0,448
-0,491;-0,309;-0,4
-0,759;-0,683;-0,721
-0,73;-0,38;-0,555
-0,737;-0,272;-0,5045
-0,454;-0,301;-0,3775
-0,291;-0,398;-0,3445
-0,344;-0,708;-0,526
-0,338;-1,068;-0,703
-0,505;-1,03;-0,7675
-0,782;-0,955;-0,8685
-0,649;-0,998;-0,8235
-0,578;-0,707;-0,6425
-0,655;-0,594;-0,6245
-0,568;-0,802;-0,685
-0,56;-0,847;-0,7035
-0,493;-0,572;-0,5325
-0,323;-0,327;-0,325
-0,313;-0,634;-0,4735
-0,272;-0,832;-0,552
-0,561;-0,674;-0,6175
-0,241;-0,571;-0,406
-0,047;-0,419;-0,233
-0,218;-0,41;-0,314
-0,047;-0,332;-0,1895
-0,204;-0,187;-0,1955
-0,166;-0,353;-0,2595
-0,191;-0,442;-0,3165
-0,231;-0,266;-0,2485
0;-0,255;-0,1275
-0,141;-0,127;-0,134
-0,305;-0,045;-0,175
-0,209;-0,523;-0,366
-0,572;-0,475;-0,5235
-0,362;-0,635;-0,4985
-0,285;-0,579;-0,432
-0,42;-0,727;-0,5735
-0,371;-0,755;-0,563
-0,332;-0,831;-0,5815
-0,767;-1,138;-0,9525
-0,775;-0,929;-0,852
-0,777;-1,217;-0,997
-0,792;-1,237;-1,0145
-0,758;-0,959;-0,8585
-0,869;-1,446;-1,1575
-0,352;-0,975;-0,6635
-0,518;-0,548;-0,533
-0,41;-0,618;-0,514
-0,436;-0,62;-0,528
-0,357;-0,442;-0,3995
-0,129;-0,393;-0,261
-0,305;-0,141;-0,223
-0,426;-0,027;-0,2265
-0,657;0;-0,3285
-0,388;-0,094;-0,241
-0,034;0;-0,017
0;-0,185;-0,0925
-0,547;-0,07;-0,3085
-0,335;-0,232;-0,2835
-0,264;-0,365;-0,3145
-0,435;-0,446;-0,4405
-0,646;-0,323;-0,4845
-0,793;-0,423;-0,608
-0,543;-0,559;-0,551
-0,707;-0,718;-0,7125
-0,737;-0,335;-0,536
-1,142;-0,2;-0,671
-1,074;-0,514;-0,794
-0,929;-0,522;-0,7255
-1,022;-0,515;-0,7685
-0,947;-0,152;-0,5495
-0,617;0;-0,3085
-0,417;-0,098;-0,2575
-0,274;-0,032;-0,153
-0,332;-0,083;-0,2075
-0,303;-0,042;-0,1725
-0,4;-0,314;-0,357
-0,112;-0,522;-0,317
-0,355;-0,488;-0,4215
-0,492;-0,155;-0,3235
-0,275;-0,006;-0,1405
-0,15;-0,248;-0,199
-0,118;-0,126;-0,122
0;-0,152;-0,076
-0,189;-0,34;-0,2645
-0,318;0;-0,159
-0,325;-0,207;-0,266
-0,535;0;-0,2675
-0,453;-0,1;-0,2765
-0,439;-0,207;-0,323
-0,753;-0,371;-0,562
-0,533;-0,18;-0,3565
-0,389;-0,32;-0,3545
-0,758;-0,424;-0,591
-0,491;-0,232;-0,3615
-0,296;-0,215;-0,2555
-0,544;-0,381;-0,4625
-0,767;-0,457;-0,612
-0,768;-0,527;-0,6475
-0,16;-0,277;-0,2185
-0,339;-0,224;-0,2815
-0,14;-0,105;-0,1225
-0,205;-0,19;-0,1975
-0,133;-0,208;-0,1705
-0,13;-0,52;-0,325
-0,213;-0,967;-0,59
-0,417;-1,007;-0,712
-0,081;-0,925;-0,503
-0,262;-0,661;-0,4615
-0,259;-0,837;-0,548
-0,457;-0,932;-0,6945
-0,127;-0,885;-0,506
-0,523;-0,837;-0,68
-0,438;-0,701;-0,5695
-0,757;-0,635;-0,696
-0,591;-0,75;-0,6705
-0,688;-0,655;-0,6715
-0,58;-0,537;-0,5585
-0,546;-0,567;-0,5565
-0,569;-0,615;-0,592
-0,755;-0,828;-0,7915
-0,652;-0,673;-0,6625
-0,865;-0,527;-0,696
-0,798;-0,286;-0,542
-0,761;0;-0,3805
-0,518;-0,023;-0,2705
-0,702;-0,037;-0,3695
-0,572;-0,201;-0,3865
-0,318;-0,404;-0,361
-0,407;-0,638;-0,5225
-0,326;-0,842;-0,584
-0,726;-0,877;-0,8015
-0,361;-0,943;-0,652
-0,425;-0,813;-0,619
-0,441;-0,855;-0,648
-0,775;-0,686;-0,7305
-0,72;-0,653;-0,6865
-0,734;-0,853;-0,7935
-0,961;-0,791;-0,876
-0,839;-0,939;-0,889
-0,714;-0,719;-0,7165
-0,689;-0,829;-0,759
-0,556;-0,699;-0,6275
-0,457;-0,551;-0,504
-0,702;-0,604;-0,653
-0,562;-0,646;-0,604
-0,722;-0,789;-0,7555
-0,609;-0,383;-0,496
-0,346;-0,538;-0,442
-0,597;-0,615;-0,606
-0,813;-0,675;-0,744
-0,464;-0,83;-0,647
-0,411;-0,522;-0,4665
-0,388;-0,54;-0,464
-0,38;-0,586;-0,483
-0,585;-0,5;-0,5425
-0,415;-0,349;-0,382
-0,399;-0,284;-0,3415
-0,125;-0,371;-0,248
-0,073;-0,018;-0,0455
-0,039;-0,027;-0,033
-0,091;-0,473;-0,282
-0,521;-0,494;-0,5075
-0,571;-0,577;-0,574
-0,518;-0,55;-0,534
-0,399;-0,409;-0,404
-0,171;-0,446;-0,3085
-0,448;-0,506;-0,477
-0,461;-0,498;-0,4795
-0,519;-0,554;-0,5365
-0,257;-0,657;-0,457
-0,367;-0,325;-0,346
-0,398;-0,547;-0,4725
-0,52;-0,677;-0,5985
-0,66;-0,872;-0,766
-0,47;-0,69;-0,58
-0,904;-1,38;-1,142
-1,382;-1,525;-1,4535
-1,407;-1,488;-1,4475
-1,305;-1,283;-1,294
-1,455;-1,561;-1,508
-1,392;-1,177;-1,2845
-1,036;-1,029;-1,0325
-0,899;-0,797;-0,848
-0,96;-0,681;-0,8205
-0,953;-0,844;-0,8985
-0,977;-0,857;-0,917
-0,992;-0,782;-0,887
-0,892;-0,907;-0,8995
-1,015;-1,242;-1,1285
-1,187;-1,122;-1,1545
-1,475;-1,403;-1,439
-1,639;-1,638;-1,6385
-1,757;-1,723;-1,74
-1,534;-1,576;-1,555
-1,661;-1,12;-1,3905
-0,677;0;-0,3385
0;-0,023;-0,0115
-0,452;-0,61;-0,531
-0,823;-0,774;-0,7985
-0,847;-0,537;-0,692
-0,866;-0,698;-0,782
-0,97;-0,526;-0,748
-0,788;-0,658;-0,723
-1,278;-0,718;-0,998
-1,08;-1,021;-1,0505
-0,868;-0,81;-0,839
-0,621;-0,952;-0,7865
-0,652;-0,964;-0,808
-0,944;-1,502;-1,223
-1,089;-1,524;-1,3065
-1,168;-1,574;-1,371
-1,28;-1,599;-1,4395
-1,464;-1,823;-1,6435
-1,33;-1,89;-1,61
-1,608;-1,724;-1,666
-1,429;-1,453;-1,441
-1,191;-1,228;-1,2095
-1,346;-1,314;-1,33
-1,341;-1,62;-1,4805
-1,735;-1,762;-1,7485
-1,504;-1,864;-1,684
-1,553;-1,758;-1,6555
-1,437;-1,557;-1,497
-1,412;-1,523;-1,4675
-1,312;-1,436;-1,374
-1,475;-1,766;-1,6205
-1,611;-1,944;-1,7775
-1,452;-1,059;-1,2555
-0,682;0;-0,341
0;-0,107;-0,0535
-0,07;-0,377;-0,2235
-0,188;-0,488;-0,338
-0,444;-0,609;-0,5265
-0,348;-0,456;-0,402
-0,233;-0,324;-0,2785
0;-0,214;-0,107
-0,198;-0,487;-0,3425
-0,022;-0,572;-0,297
-0,127;-0,365;-0,246
-0,015;-0,387;-0,201
-0,319;-0,324;-0,3215
-0,202;-0,279;-0,2405
-0,234;-0,738;-0,486
-0,16;0;-0,08
-0,148;-0,747;-0,4475
-0,604;-0,863;-0,7335
-1,23;-1,401;-1,3155
-1,819;-1,459;-1,639
-1,526;-1,245;-1,3855
-1,755;-1,219;-1,487
-2,076;-1,325;-1,7005
-2,052;-1,134;-1,593
-1,76;-1,012;-1,386
-1,315;-0,539;-0,927
-1,079;-0,501;-0,79
-0,969;-0,676;-0,8225
-0,691;-0,419;-0,555
-0,831;-0,627;-0,729
-0,764;-0,891;-0,8275
-1,629;-1,474;-1,5515
-1,59;-1,476;-1,533
-1,529;-0,793;-1,161
-0,529;-0,239;-0,384
-0,577;-0,577;-0,577
-0,853;-0,665;-0,759
-0,895;-0,673;-0,784
-0,636;-0,406;-0,521
-0,846;-0,409;-0,6275
-0,655;0;-0,3275
-0,359;-0,143;-0,251
-0,531;-0,335;-0,433
-0,521;-0,52;-0,5205
-1,011;-0,368;-0,6895
-0,827;-0,442;-0,6345
-0,702;-0,497;-0,5995
-0,806;-0,623;-0,7145
-0,641;-0,675;-0,658
-0,628;-0,475;-0,5515
-0,715;-0,821;-0,768
-0,857;-0,778;-0,8175
-1,064;-0,758;-0,911
-0,923;-0,544;-0,7335
-0,811;-0,621;-0,716
-0,692;-0,515;-0,6035
-0,693;-0,433;-0,563
-0,583;-0,496;-0,5395
-0,155;-0,592;-0,3735
-0,323;-0,843;-0,583
-0,449;-1,059;-0,754
-0,63;-0,635;-0,6325
-0,421;-0,521;-0,471
-0,296;-0,303;-0,2995
0;-0,513;-0,2565
-0,09;-0,302;-0,196
-0,154;-0,441;-0,2975
-0,103;-0,502;-0,3025
-0,35;-0,724;-0,537
-0,559;-0,845;-0,702
-0,806;-1,021;-0,9135
-0,84;-1,225;-1,0325
-0,797;-0,763;-0,78
-1,018;-0,57;-0,794
-0,607;-0,318;-0,4625
-0,283;0;-0,1415
0;-0,215;-0,1075
-0,274;-0,727;-0,5005
-0,519;-0,646;-0,5825
-0,434;-0,675;-0,5545
-0,299;-0,618;-0,4585
-0,356;-0,534;-0,445
-0,262;-0,446;-0,354
-0,287;-0,51;-0,3985
-0,202;-0,296;-0,249
-0,902;-0,466;-0,684
-1,165;-0,494;-0,8295
-0,623;-0,635;-0,629
-0,881;-0,841;-0,861
-0,571;-0,787;-0,679
-0,467;-0,536;-0,5015
-0,533;-0,61;-0,5715
-0,891;-0,603;-0,747
-0,548;-0,564;-0,556
-0,354;-0,161;-0,2575
-0,47;-0,288;-0,379
-0,42;-0,306;-0,363
-0,303;-0,395;-0,349
-0,576;-0,803;-0,6895
-0,63;-0,751;-0,6905
-0,597;-0,622;-0,6095
-0,558;-0,665;-0,6115
-0,348;-0,611;-0,4795
-0,249;-0,47;-0,3595
-0,183;-0,332;-0,2575
0;-0,059;-0,0295
-0,095;-0,529;-0,312
-0,025;-0,393;-0,209
-0,193;-0,509;-0,351
-0,149;-0,326;-0,2375
-0,028;-0,371;-0,1995
0;-0,05;-0,025
-0,109;-0,199;-0,154
-0,332;-0,356;-0,344
-0,515;-0,469;-0,492
-0,435;-0,387;-0,411
-0,708;-0,586;-0,647
-0,629;-0,765;-0,697
-0,607;-1,06;-0,8335
-0,515;-0,565;-0,54
-0,14;0;-0,07
0;-0,315;-0,1575
-0,248;-0,431;-0,3395
-0,138;-0,702;-0,42
-0,308;-0,835;-0,5715
-0,478;-0,895;-0,6865
-0,465;-0,925;-0,695
-0,573;-1,275;-0,924
-1,15;-1,339;-1,2445
-1,073;-0,931;-1,002
-0,958;-0,953;-0,9555
-0,832;-1,168;-1
-0,993;-1,074;-1,0335
-1,049;-1,402;-1,2255
-0,929;-1,392;-1,1605
-0,782;-1,18;-0,981
-0,768;-1,121;-0,9445
-0,819;-1,183;-1,001
-1,074;-1,491;-1,2825
-1,121;-1,142;-1,1315
-1,395;-1,235;-1,315
-1,042;-1,104;-1,073
-1,06;-1,122;-1,091
-1,368;-1,409;-1,3885
-1,44;-1,563;-1,5015
-1,511;-1,546;-1,5285
-1,709;-1,397;-1,553
-1,07;-0,302;-0,686
-0,083;0;-0,0415
0;-0,32;-0,16
-0,357;-0,504;-0,4305
-0,32;-0,423;-0,3715
-0,316;-0,421;-0,3685
-0,211;-0,285;-0,248
-0,419;-0,53;-0,4745
-0,362;-0,207;-0,2845
-0,132;-0,249;-0,1905
-0,071;-0,146;-0,1085
-0,206;-0,294;-0,25
-0,064;-0,275;-0,1695
0;-0,441;-0,2205
-0,3;-0,57;-0,435
-0,586;-0,292;-0,439
-0,53;-0,458;-0,494
-0,388;-0,366;-0,377
-0,394;-0,378;-0,386
-0,409;-0,246;-0,3275
-0,225;-0,516;-0,3705
-0,279;-0,441;-0,36
-0,314;-0,371;-0,3425
-0,22;-0,333;-0,2765
-0,365;-0,247;-0,306
-0,212;-0,032;-0,122
-0,188;-0,321;-0,2545
-0,45;-0,328;-0,389
-0,453;-0,533;-0,493
-0,616;-0,355;-0,4855
-0,5;-0,001;-0,2505
-0,322;0;-0,161
-0,652;-0,203;-0,4275
-0,359;-0,462;-0,4105
-0,298;-0,075;-0,1865
0;-0,138;-0,069
-0,242;-0,256;-0,249
-0,25;-0,074;-0,162
-0,18;-0,183;-0,1815
-0,438;-0,143;-0,2905
-0,254;-0,442;-0,348
-0,477;-0,351;-0,414
-0,222;-0,253;-0,2375
-0,33;-0,264;-0,297
-0,313;-0,192;-0,2525
-0,296;-0,089;-0,1925
-0,055;0;-0,0275
-0,065;-0,21;-0,1375
-0,114;-0,235;-0,1745
0;-0,235;-0,1175
-0,075;-0,383;-0,229
-0,221;-0,834;-0,5275
-0,637;-0,949;-0,793
-0,63;-1,045;-0,8375
-0,723;-1,087;-0,905
-0,812;-1,444;-1,128
-0,966;-1,362;-1,164
-0,874;-1,013;-0,9435
-0,872;-1,1;-0,986
-0,947;-0,829;-0,888
-1,006;-1,241;-1,1235
-0,787;-0,802;-0,7945
-0,471;-0,543;-0,507
-0,099;-0,71;-0,4045
-0,285;-0,668;-0,4765
-0,631;-1,187;-0,909
-0,811;-1,663;-1,237
-1,272;-1,457;-1,3645
-1,293;-1,769;-1,531
-1,358;-1,704;-1,531
-1,256;-1,636;-1,446
-1,45;-1,366;-1,408
-1,066;-1,378;-1,222
-0,779;-1,267;-1,023
-0,911;-1,262;-1,0865
-0,875;-1,39;-1,1325
-0,98;-1,473;-1,2265
-1,027;-1,761;-1,394
-1,474;-1,556;-1,515
-1,394;-1,877;-1,6355
-1,655;-1,564;-1,6095
-1,868;-1,721;-1,7945
-1,908;-2,161;-2,0345
-2,14;-2,19;-2,165
-2,066;-2,23;-2,148
-1,737;-1,691;-1,714
-1,685;-1,686;-1,6855
-1,448;-1,714;-1,581
-1,532;-1,48;-1,506
-1,58;-1,788;-1,684
-1,813;-1,692;-1,7525
-1,469;-1,752;-1,6105
-1,508;-1,385;-1,4465
-1,953;-1,733;-1,843
-2,108;-1,865;-1,9865
-2,018;-1,875;-1,9465
-2,032;-1,685;-1,8585
-1,834;-1,57;-1,702
-1,639;-1,784;-1,7115
-1,63;-1,503;-1,5665
-1,498;-1,536;-1,517
-1,149;-1,351;-1,25
-1,128;-1,097;-1,1125
-1,057;-0,909;-0,983
-0,985;-1,012;-0,9985
-1,083;-1,236;-1,1595
-0,993;-0,611;-0,802
-0,856;-0,684;-0,77
-0,648;-0,603;-0,6255
-0,499;-0,312;-0,4055
-0,86;-0,766;-0,813
-1,089;-0,782;-0,9355
-0,471;-0,706;-0,5885
-0,44;-0,246;-0,343
-0,028;0;-0,014
0;-0,104;-0,052
-0,537;-0,691;-0,614
-0,886;-0,399;-0,6425
-0,749;-0,354;-0,5515
-0,243;-0,832;-0,5375
-0,693;-0,745;-0,719
-0,579;-0,35;-0,4645
-0,453;-0,346;-0,3995
-0,524;-0,248;-0,386
-0,418;-0,339;-0,3785
-0,512;-0,966;-0,739
-0,572;-0,899;-0,7355
-0,749;-0,812;-0,7805
-0,863;-1,067;-0,965
-0,77;-1,251;-1,0105
-0,697;-1,181;-0,939
-0,565;-0,965;-0,765
-0,459;-1,166;-0,8125
-0,446;-0,953;-0,6995
-0,309;-0,939;-0,624
-0,618;-0,986;-0,802
-0,318;-1,055;-0,6865
-0,634;-1,344;-0,989
-0,784;-1,133;-0,9585
-0,989;-1,255;-1,122
-1,105;-1,268;-1,1865
-0,722;-0,626;-0,674
-0,197;0;-0,0985
0;-0,279;-0,1395
-0,116;-0,28;-0,198
-0,511;-0,407;-0,459
-0,304;-0,549;-0,4265
-0,452;-0,776;-0,614
-0,566;-0,566;-0,566
-0,495;-0,781;-0,638
-0,05;-0,428;-0,239
-0,491;-0,309;-0,4
-0,24;-0,757;-0,4985
-0,199;-0,675;-0,437
-0,248;-0,678;-0,463
0;-0,779;-0,3895
-0,226;-1,229;-0,7275
-0,684;-1,013;-0,8485
-0,943;-0,469;-0,706
-0,53;-0,685;-0,6075
-0,602;-0,807;-0,7045
-0,87;-0,864;-0,867
-1,101;-1,153;-1,127
-0,885;-0,38;-0,6325
-0,844;-0,437;-0,6405
-0,717;0;-0,3585
-0,983;-0,184;-0,5835
-0,832;-0,347;-0,5895
-0,966;-0,394;-0,68
-0,979;-0,748;-0,8635
-1,12;-1,379;-1,2495
-0,808;-0,878;-0,843
-0,697;-1;-0,8485
-0,867;-0,943;-0,905
-0,576;-0,701;-0,6385
-0,225;-0,458;-0,3415
-0,178;-0,677;-0,4275
-0,273;-0,859;-0,566
-0,577;-0,835;-0,706
-0,491;-0,526;-0,5085
-0,903;-0,683;-0,793
-1,052;-0,496;-0,774
-1,349;-0,627;-0,988
-1,576;-0,691;-1,1335
-1,832;-0,558;-1,195
-1,751;-0,144;-0,9475
-1,211;0;-0,6055
-0,992;-0,132;-0,562
-1,253;-0,291;-0,772
-1,157;-0,32;-0,7385
-0,952;-0,327;-0,6395
-1,136;-0,625;-0,8805
-1,261;-0,743;-1,002
-1,492;-0,843;-1,1675
-1,564;-0,751;-1,1575
-1,383;-1,161;-1,272
-1,495;-0,823;-1,159
-1,033;-0,355;-0,694
-0,697;-0,183;-0,44
-0,906;0;-0,453
-0,285;-0,349;-0,317
-0,233;-0,184;-0,2085
0;0;0
-0,107;-0,08;-0,0935
0;0;0
-0,129;-0,443;-0,286
-0,605;-1,034;-0,8195
-1,184;-1,245;-1,2145
-1,048;-1,254;-1,151
-0,834;-0,913;-0,8735
-0,91;-0,999;-0,9545
-0,988;-1,071;-1,0295
-1,018;-1,157;-1,0875
-0,883;-0,957;-0,92
-0,572;-0,984;-0,778
-0,655;-1,251;-0,953
-0,763;-1,259;-1,011
-1,136;-1,561;-1,3485
-1,621;-1,998;-1,8095
-1,896;-2,477;-2,1865
-2,045;-3,178;-2,6115
-2,331;-2,935;-2,633
-2,583;-2,061;-2,322
-1,441;-1,413;-1,427
-1,175;-1,084;-1,1295
-0,618;-0,577;-0,5975
-0,235;-0,106;-0,1705
0;0;0
0;-0,14;-0,07
-0,582;-0,289;-0,4355
-0,53;-0,217;-0,3735
-0,186;-0,162;-0,174
-0,312;-0,129;-0,2205
-0,384;-0,444;-0,414
-0,364;-0,498;-0,431
-0,342;-0,416;-0,379
-0,563;-0,717;-0,64
-0,596;-0,817;-0,7065
-0,49;-0,722;-0,606
-0,573;-0,802;-0,6875
-0,488;-0,918;-0,703
-0,675;-0,9;-0,7875
-0,787;-0,696;-0,7415
-0,563;-0,237;-0,4
-0,226;-0,24;-0,233
-0,306;-0,23;-0,268
-0,267;-0,117;-0,192
-0,251;-0,338;-0,2945
-0,228;-0,263;-0,2455
-0,209;-0,191;-0,2
0;-0,343;-0,1715
-0,228;-0,209;-0,2185
-0,248;-0,333;-0,2905
-0,552;-0,16;-0,356
-0,786;-0,19;-0,488
-0,486;0;-0,243
-0,134;-0,354;-0,244
-0,176;-0,386;-0,281
-0,172;-0,287;-0,2295
-0,013;-0,395;-0,204
-0,304;-0,749;-0,5265
-0,584;-0,814;-0,699
-0,912;-1,136;-1,024
-1,038;-1,005;-1,0215
-1,14;-1,234;-1,187
-1,362;-1,212;-1,287
-1,338;-1,161;-1,2495
-1,121;-1,02;-1,0705
-1,269;-1,255;-1,262
-1,43;-1,309;-1,3695
-1,452;-1,134;-1,293
-1,429;-1,003;-1,216
-1,375;-0,316;-0,8455
-0,881;-0,265;-0,573
-1,085;-0,668;-0,8765
-1,282;-0,605;-0,9435
-1,211;-0,077;-0,644
-0,539;0;-0,2695
-0,76;-0,188;-0,474
-0,486;-0,185;-0,3355
-0,314;0;-0,157
-0,134;-0,247;-0,1905
0;-0,057;-0,0285
-0,18;-0,494;-0,337
-0,304;-0,681;-0,4925
-0,822;-0,252;-0,537
-0,448;-0,234;-0,341
-0,041;-0,17;-0,1055
-0,053;-0,318;-0,1855
-0,526;-0,323;-0,4245
-0,53;-0,56;-0,545
-0,833;-0,472;-0,6525
-1,094;-1,085;-1,0895
-1,369;-0,794;-1,0815
-1,276;-0,882;-1,079
-1,556;-0,835;-1,1955
-1,281;-1,244;-1,2625
-1,134;-0,635;-0,8845
-1,01;-0,71;-0,86
-1,201;-0,951;-1,076
-1,317;-0,985;-1,151
-1,407;-0,84;-1,1235
-1,568;-0,892;-1,23
-1,415;-0,388;-0,9015
-0,788;-0,087;-0,4375
-0,682;-0,39;-0,536
-0,603;-0,169;-0,386
-0,493;-0,274;-0,3835
-0,676;-0,334;-0,505
-0,333;-0,097;-0,215
-0,235;-0,069;-0,152
-0,458;0;-0,229
0;-0,074;-0,037
-0,243;-0,182;-0,2125
-0,162;-0,482;-0,322
-0,36;-0,188;-0,274
-0,268;0;-0,134
-0,489;-0,164;-0,3265
-0,407;-0,096;-0,2515
-0,509;-0,001;-0,255
-0,293;-0,008;-0,1505
-0,433;-0,182;-0,3075
-0,579;-0,296;-0,4375
-0,586;-0,574;-0,58
-0,456;-0,352;-0,404
-0,508;-0,417;-0,4625
-0,576;-0,484;-0,53
-0,646;-0,138;-0,392
-0,378;-0,066;-0,222
-0,416;-0,158;-0,287
-0,202;-0,168;-0,185
0;-0,158;-0,079
-0,021;-0,035;-0,028
-0,09;0;-0,045
